TWEET;CREENCIA;CONFIANZA
Fight Climate Change From All Fronts: http://is.gd/biT49 #climatechange #SaveTerra 5;Yes;1
Fight Climate Change From All Fronts: http://is.gd/biT49 #climatechange #SaveTerra 6;Yes;0.6617
RT @BluePractice: The clothing industry started global warming in the first place. - Yvon Chouinard, Patagonia #FortuneGreen;Yes;0.6378
Fight Climate Change From All Fronts: http://is.gd/biT49 #climatechange #SaveTerra 7;Yes;1
Fight Climate Change From All Fronts: http://is.gd/biT49 #climatechange #SaveTerra 8;Yes;0.6844
Filmmaker Travels The Globe To Find People Fighting Climate Change ... http://bit.ly/bgM3w5;Yes;1
Filmmaker Travels The Globe To Find People Fighting Climate Change ...: Filmmaker Travels The Globe To Find People... http://bit.ly/bgM3w5;Yes;0.6557
Rejoice, NY Times mentions crop wild relatives in article about adapting agriculture to climate change http://bit.ly/dmIB7F #agriculture;Yes;0.6406
Effort to remake America's energy future and fight global warming could be harmed, or spurred, by Gulf #oilspill: http://bit.ly/dl4zuD;Yes;1
How would catastrophic climate change change the average persons life? Think 100% unemployment every where on the planet for several decades;Yes;1
Arctic Ice Loss Accelerating Global Warming: Research: TopNews New Zealand Global warming may be getting worse tha... http://bit.ly/cx7Jz2;Yes;1
Plants effective way of tackling global warming: Washington, Apr 30 (ANI): Plant leaves account for less than one ... http://bit.ly/9Ygtzk;Yes;1
Namibia: Govt to Get Active On Climate Change http://bit.ly/ct0bmF;Yes;1
Plants effective way of tackling global warming http://bit.ly/9dmNc3;Yes;0.672
Wait here's an idea: it's natural climate change, not human induced global warming. http://bit.ly/alsvDh;No;1
Glacial Melt From Global Warming Could Unplug Volcanos: Earthweek - A Diary of the Planet Eruptions of glacial vol... http://bit.ly/boNsiq;Yes;1
"33 US Military Generals, Admirals: ""Climate Change is Threatening ... http://bit.ly/bbFBhD";Yes;0.6694
Off shore drilling threatens wildlife and contributes to climate change.  Urge Obama NOT to expand drilling!  http://bit.ly/c2iwYa;Yes;1
AllGov - News - Global Warming Isn't All Bad•À_If You're an ...: In the frozen reaches of Canada, warmer temperature... http://bit.ly/9o0pxS;Yes;0.6928
Government Report Says Global Warming May Cause Cancer, Mental Illness: A new government report says global warmin... http://bit.ly/cmuSvn;Yes;1
Global warming picking up steam, Obama top science adviser says: John P. Holdren, Obama's top science adviser, dis... http://bit.ly/ckAKgF;Yes;0.6779
"RT @TheClimateDesk: Lyme disease already costs &gt; $2.5 billion a year, and climate change could make it even pricier. http://bit.ly/bazHHY";Yes;1
Whale Excrement To Check Global Warming: TopNews United States New researcher carried out by the Australian Antarc... http://bit.ly/cA69Fc;Yes;0.649
Government Report Says Global Warming to Cause Cancer, Mental Illness: CNSNews.com By Matt Cover, Staff Writer (CN... http://bit.ly/cGDR9K;Yes;1
EPA issues report on U.S. climate change indicators - warming is having measurable effect across ecosystems http://bit.ly/c9RnR6;Yes;0.9298
Report: Save the Whales and They'll Save Us from Global Warming: Need more proof that Global Warming is the proble... http://bit.ly/dBKXCh;Yes;1
RT @fishmark: Wine grapes have become our best early-warning system for the effects of global warming. http://awe.sm/55QVf  via @Slate;Yes;0.6797
Wine grapes have become our best early-warning system for the effects of global warming. http://awe.sm/55QVf via @Slate;Yes;1
EPA Climate Change Indicators Report Shows the Evidence of Global Warming All Around Us http://bit.ly/96VuYB;Yes;0.6575
EPA Climate Change Indicators Report Shows the Evidence of Global Warming All ...: Natural Resources Defense Counc... http://bit.ly/abm7iZ;Yes;1
EXCLUSIVE - Climate change could raise cost of U.S. allergies http://url4.eu/2cQ8D;Yes;0.7041
Syed Husin wanted to know the effects of global warming to Malaysia. http://bit.ly/cG4TMa;Yes;0.6502
Cleaner Air Could Speed Global Warming http://bit.ly/d2xBrO;Yes;1
EXCLUSIVE - Climate change could raise cost of U.S. allergies http://url4.eu/2cQ8W;Yes;1
New facts support global warming case: Recent letter-writer Charles Kesner is either out-of-touch with reliable ne... http://bit.ly/9AB5Sb;Yes;1
QUT researchers track climate change http://bit.ly/91EJHE;Yes;0.5865
Study: Climate Change Threatens Your Health, Too http://bit.ly/cbSUb5;Yes;1
RT @panteraonca07: Slideshow of Alaska Before the Effects of Global Warming http://bit.ly/d1szFE;Yes;1
In Vino Veritas The delicate wine grape has become our best early-warning system for the effects of global warming. http://bit.ly/9lUTkI;Yes;1
Conservation International:: Give a gift that helps prevent climate change, provides habitat for endangered specie... http://bit.ly/dcuSyT;Yes;1
Conservation International:: Give a gift that helps prevent climate change, provides habitat for endangered specie... http://bit.ly/dcuSyT;Yes;1
Climate change is real and climate change has consequences for all of us. http://bit.ly/8XLIpP;Yes;1
Global Warming Contributes To Rapidly Increased Ocean Acidification: The US National Research Council warned last ... http://bit.ly/bUwIcJ;Yes;1
Global warming threatens Ca Mau Province: CA MAU •À_ The southernmost province of Ca Mau was among localities most v... http://bit.ly/b26Twc;Yes;0.6621
Global warming means local storming http://bit.ly/d5mwF6;Yes;0.7158
Could Cleaner Air Actually Intensify Global Warming?: by NPR Staff As much of the world marked Earth Day this past w... http://n.pr/ahDB11;Yes;0.716
Renewable Energy Advances •À_ Ocean Saltiness Shows Global Warming ...: After pulling data from 1.6 million salinity... http://bit.ly/c1fL3g;Yes;1
The Key to Fixing Global Warming China | Magazine: It's late November 2009, and US energy secretary Steven Chu is ... http://bit.ly/aMtvEN;Yes;0.6358
Global Warming: Ocean chemistry is changing faster than it has in 800,000 years: And that's because of the carbon ... http://bit.ly/cdflgK;Yes;0.9324
Topography of Mountains Could Complicate Rates of Global Warming: ScienceDaily (Apr. 25, 2010) •À_ A new study concl... http://bit.ly/aUXnxh;Yes;1
"Soaring mercury; Blame it on global warming|Agartala, Apr 14 : Environmentalists have attributed the .. http://oohja.com/xaMXU";Yes;0.8824
Africa: Monitoring a Changing Climate: The gathering environmental crisis presented by global warming... http://tinyurl.com/y252cn2 #Africa;Yes;1
Ocean currents still strong despite global warming|Researchers at NASA have discovered that the ocean currents .. http://oohja.com/xaMjc;Yes;1
Long-distance journeys out of fashion? Global warming may be causing evolutionary changes in bird migration (sourc... http://bit.ly/9mHr4G;Yes;1
"Funniest 'conservative' comment of the day: ""Climate change is due to increased heat from the Earth's core.""";Yes;0.6788
Scientists Say Global Warming Affects Marine Life: In Narragansett Bay, Rhode Island, winter flounder no longer re... http://bit.ly/cm6zar;Yes;0.6495
"Redding architect Theimer: Global warming doubters ""stupid"": James Theimer, known locally for his environmentally ... http://bit.ly/9jKBvt";Yes;1
Indonesia Tree Program Looks to Reduce Global Warming: Planting trees is one way to help maintain the natural pres... http://bit.ly/aJ6Nck;Yes;0.6881
Earth Day report: climate change is endangering our health: http://ping.fm/gJLKg;Yes;1
Global Climate Change, Not Global Warming @ http://aclnk.com/ar2872954;Yes;0.622
#CUBeyond: Wlliam Lau says climate change is happening and we must deal with it, no matter what is causing it.  #ChapmanU;Yes;1
Chew's focus is on the ways global warming is causing the redistribution of plant and animal species. http://bit.ly/blUs7S;Yes;0.6982
Royal Society Stunner: Hazardous geosphere activity and global warming linked: Periods of exceptional climate chan... http://bit.ly/cUtIiv;Yes;1
Fighting poverty and global warming in Africa: by Marc Gunther on 04/21/2010 22:10 0 comments , 0 views Rarely do ... http://bit.ly/9NIVtq;Yes;1
"""Military leads fight against climate change: Pew | Reuters"" http://j.mp/9BCWf7  #cleantech #greentech";Yes;1
Spring Comes 10 Days Earlier In U.S. Due To Climate Change: http://huffingtonpost.com/2010/04/21/spring-comes-10-days-earl_n_545790.html;Yes;1
NASA Launches Climate Change Supercomputer: http://huffingtonpost.com/2010/04/21/nasa-launches-climate-cha_n_546174.html;Yes;0.511
@drgrist's excellent take on why even environmental economics limits our climate change policy options http://bit.ly/cK5R26 #climate #agw;Yes;1
The Key to Fixing Global Warming? China http://ow.ly/178nxi;Yes;0.6535
@ClimateWise2 is here tonight at 7:30 to discuss what climate change is doing to women, children, families & communities http://ow.ly/1Btrl;Yes;1
Baby boomers must tackle global warming while they can: By Anonymous Baby boomers have enjoyed peace and the large... http://bit.ly/bw322k;Yes;1
#Ocean Saltiness Shows #Global Warming Is Intensifying Our Water Cycle : TreeHugger http://bit.ly/9iuMYS;Yes;0.6822
"Daniel C. Esty: Climate Change Plan B: Bringing down greenhouse gas emissions with a ""cap and trade"" system of tr... http://huff.to/d2RUP1";Yes;1
Military leads fight against climate change: Pew: WASHINGTON (Reuters) - The U.S. military, the government's large... http://bit.ly/ctNt3e;Yes;0.7072
Global warming implicated in shortened bird migration | Science Codex: Global warming implicated in shortened bird... http://bit.ly/9xfGO8;Yes;1
NASA•À_s Gift to Earth: A Climate Change Supercomputer http://bit.ly/at5YdW;Yes;0.6283
"Daniel C. Esty: Climate Change Plan B: Bringing down greenhouse gas emissions with a ""cap and trade"" system of tr... http://huff.to/cAbv99";Yes;0.7113
UW biologist links early blooms to global warming http://bit.ly/aBLMsi;Yes;1
UW biologist links early blooms to global warming: A researcher says plants in central Wisconsin are flowering ear... http://bit.ly/cs1aju;Yes;1
Bolivian President Blames Capitalism for Global Warming: Environment News Service COCHABAMBA, Bolivia, April 20, 2... http://bit.ly/9bcYzS;Yes;0.6917
URUGUAY: Tools Needed for Those Most Vulnerable to Climate Change: Global Geopolitics Net Sites / IPS In•__s Acosta... http://bit.ly/alYhq4;Yes;1
An Explosive Idea: are volcanoes the cure for global warming? http://bit.ly/8ZpofC;Yes;1
"RT @WGofNYC Leader of National Indigenous Women's Org, ""Climate Change is Not Just abt the Climate, its abt R Lives"" bit.ly/9GdzRw";Yes;0.8838
See where @climate change is happening RT @ClimateCentral 8-part series on cities and climate change for BBC Worldnews: http://ow.ly/1AXou;Yes;0.6629
Carbon offsets: How a Vatican forest failed to reduce global warming: Christian Science Monitor From a scheme to c... http://bit.ly/adexIe;Yes;0.6856
Buying carbon offsets may ease eco-guilt but not global warming http://bit.ly/conBCO;Yes;1
Pat Mooney on the Dangers of Geoengineering and Manipulating the Planet to Combat Climate Change  - http://awarela.org/?p=10280;Yes;1
Icelandic Volcano's Impact on Global Warming, Green Transportation, Bird ...: By Alisa Opar NASA satellites captur... http://bit.ly/drEnq0;Yes;1
Birds in southern England suffer from global warming http://bit.ly/aPezr3;Yes;1
Volcanic ash cloud: Global warming may trigger more volcanoes http://bit.ly/byFZLx;Yes;1
Republicans, why do you oppose global warming environmental ...: Really it makes no sense to oppose efforts to red... http://bit.ly/d1ESuz;Yes;1
Safe, secure nuclear energy must be part of climate change solution http://bit.ly/a8xqgM;Yes;1
Global Warming•À_s Eyjafjoell Volcano Triggers More Global Warming: http://ping.fm/i2ppK;Yes;0.6314
STATE DEPT. DECLARES: 'Global warming unequivocal and primarily human-induced'... http://ow.ly/1774mS;Yes;1
"5th US Climate Action Report Released: ""Global Warming is Unequivocal"" http://viigo.im/3dpt";Yes;0.7158
Global Warming, Melting Ice Caps Could Help Trigger More Volcanic Eruptions... http://viigo.im/3dpo;Yes;0.6762
Photo: We dare someone tell us that climate change isn't real. http://tumblr.com/x5x8kszx2 #green #eco #greens;Yes;1
"5th US Climate Action Report Released: ""Global Warming is Unequivocal"": Treehugger by Brian Merchant, Brooklyn, Ne... http://bit.ly/bnzk6I";No;0.6373
Since Man can't, Mother Nature to end global warming with volcanoes & earthquakes. #Hekla #Icelandic;Yes;1
Blame the volcano trouble on sun and global warming http://bit.ly/aVwFKq #science;Yes;1
"Some hot health reminders on global warming: The debate is over; nearly all scientists (and politicians) agree tha... http://bit.ly/dlVeXS";Yes;0.6487
Since Man can't, Mother Earth to end global warming with volcanoes & earthquakes. #ashtag #Hekla #Icelandic;No;0.6565
"RT @kate_sheppard: Joe Romm (@climateprogress): ""Climate change is a BFD, if I can quote Joe Biden.""";Yes;0.7292
Reinvent Cities to Stop Climate Change | Green Living Ideas  http://bit.ly/cpFCze #cities #climate #eco;Yes;1
"""All 30 Major League Baseball Teams Throw Curve to Climate Change Deniers : CleanTechnica"" http://j.mp/ars7W2 #cleantech #greentech #MLB";Yes;1
CST: A Lack Of Air Pollution Is Bad For Global Warming? •À_ Pirate's ... http://bit.ly/aW42qa;Yes;0.6505
RT@greenforyou An estimated 20 billion birds changed their migrating habits in last few decades due to global warming http://bit.ly/cRfauy;Yes;1
"Global warming melts ice and this can influence magmatic systems,"" he told Reuters. http://bit.ly/9aCQ41";Yes;1
@GregMitch has there been any reporting on if the increase in sediment in upper atmospher could reduce global warming effect by reducing sun;Yes;0.7307
Volcanic ash is a good thing. Blocks the sun's heat. Lessens air travel. Bye bye global warming. #fb;Yes;1
Why cleaner air could speed global warming | Air Pollution News http://bit.ly/bpx3Xh;Yes;1
Why cleaner air could speed global warming: Aerosol pollution, which is now on the downswing, has helped keep the ... http://bit.ly/a4xVkM;Yes;0.6029
Why cleaner air could speed global warming: Aerosol pollution, which is now on the downswing, has helped keep the ... http://lat.ms/adYnMi;Yes;1
Why cleaner air could speed global warming http://lat.ms/cCps7Q;Yes;1
Why cleaner air could speed global warming http://lat.ms/cCps7Q;Yes;1
Why cleaner air could speed global warming http://goo.gl/fb/GSGPZ;Yes;1
effects of global warming •À_ YouTube •À_ Effects of Global Warming Stats: Back with more news for you today. It's ama... http://bit.ly/9NKRqf;Yes;0.7597
